13,Dla Chłopca,Ogólne
136,Koła dmuchane,Dziecko>Zabawki
137,Brodziki,Dziecko>Zabawki
138,LEGO® Juniors,Dziecko>Zabawki
139,Klocki,Dziecko>Zabawki
14,Dla Dziewczynki,Ogólne
140,LEGO,Dziecko>Zabawki
141,LEGO® City,Dziecko>Zabawki
143,LEGO® Friends,Dziecko>Zabawki
146,LEGO® NINJAGO®,Dziecko>Zabawki
147,LEGO® Star Wars™,Dziecko>Zabawki
148,LEGO® Technic,Dziecko>Zabawki
15,Dla Malucha,Ogólne
152,LEGO® Creator,Dziecko>Zabawki
153,LEGO® DC Comics Super Heroes,Dziecko>Zabawki
156,LEGO® DUPLO®,Dziecko>Zabawki
157,NOWOŚCI,Dziecko>Zabawki
158,Gry,Dziecko>Zabawki
159,Puzzle,Dziecko>Zabawki
16,"Książki, książeczki, malowanki",Dziecko>Zabawki
161,Zręcznościowe,Dziecko>Zabawki
162,Jeździki,Dziecko>Zabawki
163,Akcesoria,Dziecko>Akcesoria
164,Zabawki,Dziecko>Zabawki
165,Zabawa w dom i sklep,Dziecko>Zabawki
166,Pojazdy,Dziecko>Zabawki
167,Plecaki,Dziecko>Akcesoria
168,LEGO® City Police,Dziecko>Zabawki
169,Figurki,Dziecko>Zabawki
17,Pojazdy,Dziecko>Zabawki
170,Namioty,Dziecko>Zabawki
171,Sukienki,Ogólne
172,Odzież,Ogólne
174,"Urodziny, chrzciny i inne okazje",Ogólne
175,1 ROCZEK,Ogólne
176,CHRZEST,Ogólne
177,URODZINY,Ogólne
178,Domki dla lalek,Dziecko>Zabawki
179,Wózki dla lalek,Dziecko>Zabawki
18,Gry i puzzle,Dziecko>Zabawki
180,Rowery,Dziecko>Zabawki
181,Trampoliny,Dziecko>Zabawki
182,Zdalnie sterowane,Dziecko>Zabawki
183,KOLEKCJA LE MIKA,Dziecko>Zabawki
184,LEGO® Minecraft,Dziecko>Zabawki
185,Gry planszowe,Dziecko>Zabawki
186,LEGO® Speed Champions,Dziecko>Zabawki
187,LEGO® Marvel,Dziecko>Zabawki
188,LEGO® Classic,Dziecko>Zabawki
189,Puzzle 3D,Dziecko>Zabawki
19,"W ogrodzie, na plaży",Ogólne
190,MojiPops,Dziecko>Zabawki
191,Lalki,Dziecko>Zabawki
192,LOL Surprise,Dziecko>Zabawki
193,Sylvanian Families,Dziecko>Zabawki
194,LEGO® Disney,Dziecko>Zabawki
195,LEGO® Harry Potter,Dziecko>Zabawki
196,Puzzle 500,Dziecko>Zabawki
197,Puzzle 1000,Dziecko>Zabawki
198,Puzzle 2000,Dziecko>Zabawki
199,Puzzle 3000,Dziecko>Zabawki
20,Dla szkoły i przedszkola,Ogólne
200,Puzzle 1500,Dziecko>Zabawki
201,Puzzle 4000,Dziecko>Zabawki
202,Puzzle 6000,Dziecko>Zabawki
203,Puzzle 24 MAXI,Dziecko>Zabawki
204,Puzzle 260,Dziecko>Zabawki
205,Puzzle 200,Dziecko>Zabawki
206,Puzzle 100,Dziecko>Zabawki
207,Puzzle 160,Dziecko>Zabawki
208,Puzzle 15 MAXI,Dziecko>Zabawki
209,Puzzle Edukacyjne,Dziecko>Zabawki
210,Puzzle 3w1,Dziecko>Zabawki
211,Puzzle 4w1,Dziecko>Zabawki
212,Puzzle 10w1,Dziecko>Zabawki
213,Puzzle 2w1 + Memos,Dziecko>Zabawki
214,Puzzle 1200,Dziecko>Zabawki
215,Puzzle 2w1,Dziecko>Zabawki
216,Lalki Barbie,Dziecko>Zabawki
217,Zabawki dmuchane,Dziecko>Zabawki
218,Dmuchane Place Zabaw,Dziecko>Zabawki
219,Play Mobil,Dziecko>Zabawki
24,Materace dmuchane,Ogólne
25,Baseny dmuchane,Ogólne
26,Akcesoria,Ogólne
28,0-2 lat,Ogólne
29,3-8 lat,Ogólne
31,9-14 lat,Ogólne
33,15+ lat,Ogólne
34,0-2 lat,Ogólne
35,3-8 lat,Ogólne
37,9-14 lat,Ogólne
39,15+ lat,Ogólne
40,Placaki,Dziecko>Akcesoria
41,Piórniki,Dziecko>Akcesoria
42,Akcesoria,Dziecko>Akcesoria
43,Pojazdy akumulatorowe,Dziecko>Zabawki
220,Art. szkolne,
221,Roboty,
222,Gry Rodzinne,
223,Gry Towarzyskie,
224,Gry Strategiczne,
225,Gry Słowne i Liczbowe,